"VisitNo","QAQC","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData","SiteComments","newStation","newLocation"
7746,"true","SeaArk","CB;DMC;SH","Winter Island","05/22/2023","WINT-T-PONDS-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,19.7,2.7,195,6.7,6.7,0.08,0.65,12.6," 1=absent",2," Inside",NA," false"," no secchi; GPS #5; accuracy 2m; no site level veg data","WINT-T-PONDS-W","Winter Island"
7251,"true","Mudsucker","MA;AC;ED;GP","Winter Island","01/12/2023","WINT-CH-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",18,10.1,9.78,224,7.3,54.7,0.87,0.71,24.2," 1=absent",1," Inside",NA," false"," ","WINT-CH-E","Winter Island"
8144,"true","Mudsucker","AC;DH;SH;GN","Winter Island","08/22/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",113,22.9,6.23,1317,7.1,6,0.25,0.33,9," 1=absent",1," Inside",NA," false"," re-doing same location because other stations have too much SAV","WINT-CH-INT","Winter Island"
8367,"true","Mudsucker","AC;ED;DH;AM","Winter Island","11/15/2023","WINT-T-PONDS-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",101,15.7,8.62,7427,7.5,4.8,0.16,0.47,7," 1=absent",2," Inside",NA," false"," ","WINT-T-PONDS-E","Winter Island"
8142,"true","Mudsucker","AC;DH;SH;GN","Winter Island","08/22/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",100,23,7.73,1521,7.6,6.4,0.23,0.29,7.7," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8247,"true","Kvichak","ED;DH;SH;AM","Winter Island","10/09/2023","WINT-BARGE","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",37,19.7,8.45,2872,7.7,15.6,0.18,0.43,6," 1=absent",2," Inside",NA," false"," ","WINT-BARGE","Winter Island"
8620,"true","Mudsucker","MA;DH;AM;GN","Winter Island","11/13/2023","WINT-UNK","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",100,16.2,8.75,6612,7.5,5.3,0.13,0.39,6.7," 1=absent",2," Inside",NA," false"," ","WINT-CH-E","Winter Island"
8143,"true","Mudsucker","AC;DH;SH;GN","Winter Island","08/22/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",88,22.9,6.79,1245,7.2,5.5,0.29,0.36,8.8," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
7370,"true","Mudsucker","DMC;ED;AM;KMP","Winter Island","03/15/2023","WINT-CH-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",45,10.9,9.56,216,7.4,14.4,0.47,0.67,22.5," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
7918,"true","Mudsucker","MA;GU;AM;GN","Winter Island","05/30/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",60,18.9,8.06,133,7.3,10.5,0.2,0.64,10.1," 1=absent",2," Inside",NA," false"," Point samples only.","WINT-CH-INT","Winter Island"
7250,"true","Mudsucker","MA;AC;ED;GP","Winter Island","01/12/2023","WINT-CH-BREACH-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 1=high slack",22,10.1,9.83,231,7.3,57.3,0.86,0.69,24.1," 1=absent",1," Inside",NA," false"," ","WINT-CH-BREACH-E","Winter Island"
7745,"true","SeaArk","CB;DMC;SH","Winter Island","05/22/2023","WINT-T-PONDS-E","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,19.5,3.63,186,6.8,7.6,0.11,0.65,12.5," 1=absent",2," Inside",NA," false"," no secchi; GPS #5; accuracy 2m","WINT-T-PONDS-E","Winter Island"
8249,"true","Kvichak","ED;DH;SH;AM","Winter Island","10/09/2023","WINT-CH-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",46,20,8.34,3293,7.7,13.7,0.17,0.4,6.2," 1=absent",2," Inside",NA," false"," surface temp: 19.95","WINT-CH-INT","Winter Island"
8368,"true","Mudsucker","AC;ED;DH;AM","Winter Island","11/15/2023","WINT-BARGE","4=rain","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",90,15.7,8.91,7901,7.6,4.7,0.18,0.45,7," 1=absent",2," Inside",NA," false"," FDOM: 6.961","WINT-BARGE","Winter Island"
7483,"true","Mudsucker","AC;ED;AM;GN","Winter Island","04/05/2023","WINT-BARGE","1=0-33% clouds","0=Calm; glassy"," NW"," 3=low slack",45,10.9,7.19,337,6.9,16.3,0.23,0.65,19.7," 1=absent",2," Inside",NA," false"," ","WINT-BARGE","Winter Island"
7371,"true","Mudsucker","DMC;ED;AM;KMP","Winter Island","03/15/2023","WINT-CH-INT","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",38,10.8,10.1,212,7.5,17.6,0.47,0.59,20.5," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8129,"true","Mudsucker","DMC;SH","Winter Island","08/02/2023","WINT-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",85,21.4,5.45,2346,6.9,6.2,0.16,0.55,16.1," 1=absent",2," Inside",NA," false"," north breach","WINT-CH-INT","Winter Island"
7948,"true","Chinook","AC;DMC;DD;SH","Winter Island","05/30/2023","WINT-CH-BREACH-E","","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",85,20.1,6.52,167,6.9,9.1,0.47,0.59,12.9," 1=absent",1," Inside",NA," false"," Point samples only.","WINT-CH-BREACH-E","Winter Island"
7917,"true","Mudsucker","MA;GU;AM;GN","Winter Island","05/30/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",63,18.9,8.84,108,7.6,8.5,0.17,0.41,8.4," 1=absent",2," Inside",NA," false"," Brianne O. is guest boat operator.","WINT-CH-INT","Winter Island"
7747,"true","SeaArk","CB;DMC;SH","Winter Island","05/22/2023","WINT-T-PONDS-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,20,3.08,197,6.7,6.6,0.08,0.63,13.4," 1=absent",2," Inside",NA," false"," no secchi; GPS #5; accuracy 2m","WINT-T-PONDS-W","Winter Island"
8062,"true","Kvichak","AC;ED;SH;AM","Winter Island","06/14/2023","WINT-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",40,19.4,5.42,316,6.9,9.7,0.19,0.72,19.5," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
7761,"true","SeaArk","CB;DMC;SH","Winter Island","05/22/2023","WINT-CH-E","1=0-33% clouds",""," SW"," 2=ebb",NA,20.4,3.84,199,6.7,7.5,0.08,0.66,13.9," 1=absent",2," Inside",NA," false"," no secchi; GPS #5; accuracy 2m","WINT-CH-E","Winter Island"
8025,"true","Mudsucker","MA;ED;SH;KMP","Winter Island","05/18/2023","WINT-BARGE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",71,19.9,9.09,132,7.6,9.7,0.14,0.61,8.6," 1=absent",2," Inside",NA," false"," ","WINT-BARGE","Winter Island"
7748,"true","SeaArk","CB;DMC;SH","Winter Island","05/22/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,20.3,4.89,177,6.8,12.1,0.09,0.57,12.3," 1=absent",2," Inside",NA," false"," no secchi; GPS #5; accuracy 2m","WINT-CH-INT","Winter Island"
8023,"true","Mudsucker","MA;ED;SH;KMP","Winter Island","05/18/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",69,19.6,8.75,129,7.5,8.9,0.11,0.55,9.2," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8024,"true","Mudsucker","MA;ED;SH;KMP","Winter Island","05/18/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",76,20.5,7.68,191,7.1,10.4,0.11,0.61,11.8," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8149,"true","Mudsucker","AC;DMC;ED","Webb Tract Island and Berms","08/21/2023","WTIB-CH-S","2=33-66% clouds","2= wind 4-7 mph; small wavelets"," SE"," 2=ebb",168,24.1,7.67,162,7.3,3.5,0.21,0.26,7.4," 3=medium",1," Inside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
7696,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",67,15.6,9.65,160,7.4,9.8,0.18,0.38,14.1," 1=absent",1," Outside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm"
8391,"true","Mudsucker","AC;ED;DH;AM","Webb Tract Island and Berms","11/21/2023","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",NA,14.5,9.59,184,7.6,3.8,0.13,0.51,7.5," 1=absent",2," Outside",NA," false"," secchi hit veg @123","WTIB-CH-N","Webb Tract Island and Berm"
8346,"true","Kvichak","ED;DD;DH;SH","Webb Tract Island and Berms","10/30/2023","WTIB-CH-N","1=0-33% clouds","0=Calm; glassy"," NA"," 4=flood",190,16.9,9.11,174,7.5,2.3,0.14,0.25,9.2," 1=absent",1," Outside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm"
7695,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",NA,NA,NA,NA,NA,NA,NA,NA,NA," 1=absent",1," Inside",NA," false"," Guest=Alec Strachan. DMC20240626: removed environmentals due to duplication of site visit 7902","WTIB-CH-INT","Webb Tract Island and Berm"
8327,"true","SeaArk","DMC;SH","Webb Tract Island and Berms","04/04/2023","WTIB-CH-S","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",57,12.4,9.11,170,7.3,13.1,0.43,0.73,17.8," 1=absent",1," Inside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
8345,"true","Kvichak","ED;DD;DH;SH","Webb Tract Island and Berms","10/30/2023","WTIB-CH-S","1=0-33% clouds","0=Calm; glassy"," NA"," 3=low slack",200,16.9,9.1,174,7.6,2.3,0.12,0.3,9.1," 1=absent",1," Outside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
8389,"true","Mudsucker","AC;ED;DH;AM","Webb Tract Island and Berms","11/21/2023","WTIB-CH-S","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",143,14.3,9.38,183,7.5,4.1,0.14,0.54,7.9," 1=absent",2," Outside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
8326,"true","SeaArk","DMC;SH","Webb Tract Island and Berms","04/04/2023","WTIB-CH-INT","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",68,12.6,9.15,170,7.2,11.8,0.42,0.57,17.7," 1=absent",1," Inside",NA," false"," ","WTIB-CH-INT","Webb Tract Island and Berm"
9070,"true","Mudsucker","DMC;SH;AM","Webb Tract Islands and Berms","10/19/2023","WTIB-UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",NA,20,8.17,161,7.4,2.1,0.04,0.4,7.6," 2=low",1," Inside",NA," false"," secchi hit bottom","WTIB-UNK","Webb Tract Island and Berm"
7354,"true","Mudsucker","AC;DMC;ED;GU;AM","Webb Tract Island and Berms","03/02/2023","WTIB-CH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",59,8.3,11.13,261,7.7,8.8,0.49,0.62,24.4," 1=absent",1," Outside",NA," false"," BA= BRIAN ARMSTRONG GUEST","WTIB-CH-S","Webb Tract Island and Berm"
8344,"true","Kvichak","ED;DD;DH;SH","Webb Tract Island and Berms","10/30/2023","WTIB-CH-N","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",200,16.7,9.14,171,7.6,2.6,0.22,0.35,9.2," 1=absent",1," Outside",NA," false"," secchi more than 200cm","WTIB-CH-N","Webb Tract Island and Berm"
8390,"true","Mudsucker","AC;ED;DH;AM","Webb Tract Island and Berms","11/21/2023","WTIB-CH-S","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",161,14.3,9.47,184,7.7,3.6,0.14,0.6,7.9," 1=absent",2," Outside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
7908,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",58,15.6,10.95,154,7.8,11.3,0.38,0.78,13.2," 1=absent",1," Outside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm"
7697,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",63,15.5,9.63,161,7.4,9.3,0.19,0.46,14.4," 1=absent",1," Outside",NA," false"," GUEST - ALEC STRACHAN","WTIB-CH-S","Webb Tract Island and Berm"
7321,"true","Mudsucker","CB;ED;GU;GN;GP","Webb Tract Island and Berms","02/08/2023","WTIB-CH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",54,9.1,10.3,231,7.4,23.7,0.34,0.72,20.8," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS; EDNA","WTIB-CH-S","Webb Tract Island and Berm"
8328,"true","SeaArk","DMC;SH","Webb Tract Island and Berms","04/04/2023","WTIB-CH-N","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",70,12.3,8.75,171,7.2,11.3,0.41,0.5,17.8," 1=absent",1," Inside",NA," false"," inside WTIB channel","WTIB-CH-N","Webb Tract Island and Berm"
8467,"true","Chinook","MA;ED;AM","Webb Tract Island and Berms","12/19/2023","WTIB-CH-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",132,11.3,10.13,742,7.6,3.6,0.14,0.41,9.6," 1=absent",2," Outside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
7893,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",72,14.9,8.37,161,7.2,7.5,0.26,0.47,14.6," 1=absent",1," Inside",NA," false"," Guest= Alec Strahan. Zoop sample= cast and retrieve; 10 tosses at 5m each= 50m total. MAC sample= Boogie board tow; 10 tows at 5m each= 50m total. NT sample= Boogie board tow; 10 tows at 5m each= 50m total.","WTIB-CH-INT","Webb Tract Island and Berm"
8614,"true","Chinook","MA;SH;AM;GN","Webb Tract Islands and Berms","11/07/2023","WTIB-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",160,16.4,9.1,167,7.5,4.4,0.36,0.44,8.4," 1=absent",1," Outside",NA," false"," ","WTIB-S","Webb Tract Island and Berm"
9069,"true","Mudsucker","DMC;SH;AM","Webb Tract Islands and Berms","10/19/2023","WTIB-UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",150,20.1,8.8,160,7.6,2.1,0.07,0.31,7.3," 2=low",1," Inside",NA," false"," west tip of island","WTIB-UNK","Webb Tract Island and Berm"
7355,"true","Mudsucker","AC;DMC;ED;GU;AM","Webb Tract Island and Berms","03/02/2023","WTIB-CH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",65,8.3,11.14,266,7.6,9.2,0.49,0.59,24.8," 1=absent",1," Outside",NA," false"," BA= BRIAN ARMSTRONG; GUEST","WTIB-CH-S","Webb Tract Island and Berm"
8088,"true","Kvichak","CB;ED;SH;AM","Webb Tract Island and Berms","06/21/2023","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",123,21,7.89,104,7.3,6.2,0.13,0.32,9.7," 1=absent",2," Inside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm"
8607,"true","Chinook","MA;SH;AM;GN","Webb Tract Islands and Berms","11/07/2023","WTIB-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",120,16.4,9.1,167,7.4,6.6,0.24,0.4,8.4," 1=absent",1," Inside",NA," false"," sample taken at mouth of interior channel","WTIB-S","Webb Tract Island and Berm"
8468,"true","Chinook","MA;ED;AM","Webb Tract Island and Berms","12/19/2023","WTIB-CH-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",150,11.2,10.03,754,7.6,3.3,0.14,0.4,9.6," 1=absent",2," Outside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
7323,"true","Mudsucker","CB;ED;GU;GN;GP","Webb Tract Island and Berms","02/08/2023","WTIB-CH-N","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",52,10.1,10.24,232,7.4,11.2,0.26,0.5,21.9," 1=absent",2," Outside",NA," false"," LS = LEIGH SANDERS - EDNA","WTIB-CH-N","Webb Tract Island and Berm"
7249,"true","Mudsucker","AC;ED;KS","Webb Tract Island and Berms","01/03/2023","WTIB-CH-N","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",13,9.8,9.45,145,7.1,89,0.54,0.81,16.3," 1=absent",2," Inside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm"
9067,"true","Mudsucker","DMC;SH;AM","Webb Tract Islands and Berms","10/19/2023","WTIB-UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",NA,19.8,8.03,160,7.4,2.1,0.1,0.28,7.7," 3=medium",1," Inside",NA," false"," secchi hit bottom","WTIB-N","Webb Tract Island and Berm"
8150,"true","Mudsucker","AC;DMC;ED","Webb Tract Island and Berms","08/21/2023","WTIB-CH-N","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",154,24.2,7.78,159,7.5,3,0.21,0.31,7.4," 4=high",1," Inside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm"
7698,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",62,15.6,9.61,161,7.4,8.8,0.21,0.37,14.4," 1=absent",1," Outside",NA," false"," guest - alec strachan. ","WTIB-CH-S","Webb Tract Island and Berm"
7901,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",57,15.1,8.14,160,7.1,8,0.31,0.43,14.7," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan.  MAC23-WTIB-12APR2023 in 1 gallon bag (1/2) and 500 mL jar (2/2). Repeated trawl over same area to complete 5 min trawls. Same start and end for all trawls (GPS). MAC done right after Zoop and NT; time was not recorded.","WTIB-CH-INT","Webb Tract Island and Berm"
7902,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",69,14.6,9.34,156,7.4,7.5,0.34,0.47,14.4," 1=absent",1," Inside",NA," false"," guest= alec strachan","WTIB-CH-INT","Webb Tract Island and Berm"
8466,"true","Chinook","MA;ED;AM","Webb Tract Island and Berms","12/19/2023","WTIB-CH-N","4=rain","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",122,11.2,10.18,847,7.6,4.4,0.14,0.32,9.3," 1=absent",2," Outside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm"
7248,"true","Mudsucker","AC;ED;KS","Webb Tract Island and Berms","01/03/2023","WTIB-CH-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",10,9.8,9.24,143,7.1,89.8,0.54,0.88,16.5," 1=absent",2," Inside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
8612,"true","Chinook","MA;SH;AM;GN","Webb Tract Islands and Berms","11/07/2023","WTIB-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",NA,16.6,9.43,169,7.6,2.5,0.23,0.37,8.3," 1=absent",1," Outside",NA," false"," secchi depth greater than 2m","WTIB-S","Webb Tract Island and Berm"
7890,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",65,14,7.76,163,7.2,8.4,0.32,0.47,15.3," 1=absent",1," Inside",NA," false"," Point samples only","WTIB-CH-INT","Webb Tract Island and Berm"
8613,"true","Chinook","MA;SH;AM;GN","Webb Tract Islands and Berms","11/07/2023","WTIB-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",151,16.6,9.26,170,7.5,2.4,0.24,0.4,8.3," 1=absent",1," Outside",NA," false"," ","WTIB-UNK","Webb Tract Island and Berm"
7247,"true","Mudsucker","AC;ED;KS","Webb Tract Island and Berms","01/03/2023","WTIB-CH-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",13,9.8,9.38,142,7.1,88.3,0.54,0.86,16.2," 1=absent",2," Inside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
7889,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",80,14.7,8.61,160,7.2,7.5,0.28,0.37,14.8," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan. Zoop sample= cast and return; 7 tosses at 8m each= 56 m total. MAC sample= boogie board tow; 10 tows at 5m each= 50m total. NT sample=boogieboard tow; 10 tows at 5m each= 50m total.","WTIB-CH-INT","Webb Tract Island and Berm"
7897,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",73,14.5,9.08,158,7.3,7.9,0.35,0.6,14.7," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan","WTIB-CH-INT","Webb Tract Island and Berm"
8609,"true","Chinook","MA;SH;AM;GN","Webb Tract Islands and Berms","11/07/2023","WTIB-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",130,16.5,9.42,167,7.6,3.2,0.17,0.39,8.2," 1=absent",1," Inside",NA," false"," ","WTIB-INT","Webb Tract Island and Berm"
8090,"true","Kvichak","CB;ED;SH;AM","Webb Tract Island and Berms","06/21/2023","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",105,21.2,7.91,105,7.3,5.1,0.13,0.41,9.8," 1=absent",2," Outside",NA," false"," ","WTIB-CH-N","Webb Tract Island and Berm"
7356,"true","Mudsucker","AC;DMC;ED;GU;AM","Webb Tract Island and Berms","03/02/2023","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",66,8.5,11.12,264,7.6,8.2,0.49,0.54,24.5," 1=absent",1," Outside",NA," false"," BA = BRIAN ARMSTRONG (GUEST)","WTIB-CH-N","Webb Tract Island and Berm"
8089,"true","Kvichak","CB;ED;SH;AM","Webb Tract Island and Berms","06/21/2023","WTIB-CH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",100,21,7.89,105,7.4,6.6,0.11,0.36,9.8," 1=absent",2," Inside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
8152,"true","Mudsucker","AC;DMC;ED","Webb Tract Island and Berms","08/21/2023","WTIB-CH-N","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",166,24.2,7.65,157,7.5,3.6,0.19,0.33,7.3," 4=high",1," Inside",NA," false"," no site wide veg data taken","WTIB-CH-N","Webb Tract Island and Berm"
8130,"true","Mudsucker","DMC;SH","Webb Tract Island and Berms","08/02/2023","WTIB-CH-N","1=0-33% clouds","0=Calm; glassy"," SW"," 2=ebb",NA,22.8,3.48,136,6.9,3.2,0.14,0.36,9.2," 1=absent",2," Inside",NA," false"," N side of island; too shallow for secchi","WTIB-CH-N","Webb Tract Island and Berm"
8610,"true","Chinook","MA;SH;AM;GN","Webb Tract Islands and Berms","11/07/2023","WTIB-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",72,16.5,9.39,166,7.6,3.5,0.18,0.42,8.2," 1=absent",1," Inside",NA," false"," ","WTIB-N","Webb Tract Island and Berm"
7322,"true","Mudsucker","CB;ED;GU;GN;GP","Webb Tract Island and Berms","02/08/2023","WTIB-CH-INT","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",55,9,10.11,233,7.5,11.2,0.24,0.59,22.3," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS; EDNA","WTIB-CH-INT","Webb Tract Island and Berm"
8608,"true","Chinook","MA;SH;AM;GN","Webb Tract Islands and Berms","11/07/2023","WTIB-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",136,16.5,9.18,169,7.6,5.3,0.18,0.41,8.2," 1=absent",1," Inside",NA," false"," ","WTIB-S","Webb Tract Island and Berm"
8151,"true","Mudsucker","AC;DMC;ED","Webb Tract Island and Berms","08/21/2023","WTIB-CH-S","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",159,24.1,7.4,168,7.4,4.1,0.12,0.27,7.5," 4=high",1," Inside",NA," false"," ","WTIB-CH-S","Webb Tract Island and Berm"
8131,"true","Mudsucker","DMC;SH","Webb Tract Island and Berms","08/02/2023","WTIB-CH-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,24,7.8,134,7.6,5.3,0.15,0.38,7," 1=absent",2," Outside",NA," false"," at western tip of island; secchi >2m","WTIB-CH-S","Webb Tract Island and Berm"
8132,"true","Mudsucker","DMC;SH","Webb Tract Island and Berms","08/02/2023","WTIB-CH-S","1=0-33% clouds",""," SW"," 2=ebb",NA,24.1,5.72,139,7,3.5,0.13,0.41,7.7," 1=absent",2," Inside",NA," false"," too shallow for secchi","WTIB-CH-S","Webb Tract Island and Berm"
8611,"true","Chinook","MA;SH;AM;GN","Webb Tract Islands and Berms","11/07/2023","WTIB-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 2=ebb",120,16.6,9.36,170,7.6,6.1,0.22,0.34,8.1," 1=absent",1," Outside",NA," false"," ","WTIB-UNK","Webb Tract Island and Berm"
